,Compound,Negative,Neutral,Positive,Time Stamp,Tweet Text,Tweets Ago,Twitter Handle,User
85,-0.12836279069767442,0.8121279069767442,0.13432558139534886,0.05354651162790698,Tue Sep 11 14:21:38 +0000 2018,US official: Venezuela government 'steals from food programme' https://t.co/VB4QyJusUZ,85,@BBCWorld,BBCWorld
86,-0.13256436781609196,0.8121149425287357,0.13495402298850576,0.05293103448275863,Tue Sep 11 14:12:53 +0000 2018,"""You just need to endure catching fire and keep walking.""

Why torch-bearing can be a risky business in a North Kor… https://t.co/EGHCT8Zy4R",86,@BBCWorld,BBCWorld
87,-0.13105795454545455,0.8142499999999999,0.13342045454545454,0.05232954545454546,Tue Sep 11 13:51:16 +0000 2018,Trump marks 9/11 anniversary at Pennsylvania memorial https://t.co/V5YYWEDTQM,87,@BBCWorld,BBCWorld
88,-0.12814719101123598,0.811191011235955,0.13407865168539326,0.05473033707865169,Tue Sep 11 13:24:49 +0000 2018,RT @BBCNews: Mac Miller death: Charlie Puth 'tried to help' rapper get clean https://t.co/gMr3ANTQaK,88,@BBCWorld,BBCWorld
89,-0.1316166666666667,0.8105777777777777,0.1353,0.054122222222222224,Tue Sep 11 13:24:28 +0000 2018,US-backed force attacks last IS pocket in eastern Syria https://t.co/6PlXhPpEc3,89,@BBCWorld,BBCWorld
90,-0.1315769230769231,0.8083846153846154,0.1363076923076923,0.055307692307692315,Tue Sep 11 12:57:13 +0000 2018,Remembrance ceremony at Ground Zero in New York to honour victims of the 9/11 attacks https://t.co/LfFj7UOWsS… https://t.co/iF46SSH5R6,90,@BBCWorld,BBCWorld
91,-0.13014673913043479,0.8104673913043479,0.13482608695652173,0.05470652173913044,Tue Sep 11 12:55:05 +0000 2018,"RT @BBCWorld: 'Crack pipe' vending machines found in Long Island, NY https://t.co/bGFRB86eS3",91,@BBCWorld,BBCWorld
92,-0.128747311827957,0.812505376344086,0.1333763440860215,0.05411827956989248,Tue Sep 11 12:54:43 +0000 2018,"'Crack pipe' vending machines found in Long Island, NY https://t.co/bGFRB86eS3",92,@BBCWorld,BBCWorld
93,-0.13314680851063831,0.8105851063829788,0.13587234042553192,0.053542553191489366,Tue Sep 11 12:31:57 +0000 2018,Speeding India bus plunge kills 53 https://t.co/ORNYFnGaOp,93,@BBCWorld,BBCWorld
94,-0.13486105263157896,0.8071684210526316,0.13722105263157894,0.05561052631578948,Tue Sep 11 12:20:48 +0000 2018,Marcelo: Real Madrid defender 'admits tax fraud' in Spain https://t.co/DRNyTZZBRJ,94,@BBCWorld,BBCWorld
95,-0.13345625,0.8091770833333333,0.13579166666666667,0.055031250000000004,Tue Sep 11 11:44:10 +0000 2018,Kulsoom Nawaz: Ex-Pakistan PM's wife dies in London https://t.co/CmyhXNEU5C,95,@BBCWorld,BBCWorld
96,-0.13208041237113402,0.8111443298969072,0.1343917525773196,0.054463917525773196,Tue Sep 11 11:10:32 +0000 2018,😳 https://t.co/0fxu5t7Yax,96,@BBCWorld,BBCWorld
97,-0.12423367346938774,0.8115510204081632,0.13302040816326532,0.05542857142857143,Tue Sep 11 10:50:42 +0000 2018,"RT @BBCNews: Pup stars 🎬🐶🌟

What does it take to get your dog in the movies?

https://t.co/HsDfX2nP16

(Tap your screen for best view on mo…",97,@BBCWorld,BBCWorld
98,-0.12143232323232322,0.8096666666666666,0.13336363636363638,0.056969696969696976,Tue Sep 11 10:48:04 +0000 2018,"Hurricane Florence: President Trump issues warning as storm strengthens

https://t.co/0AQbYuh3ZC https://t.co/pMz6YV0oNh",98,@BBCWorld,BBCWorld
99,-0.12498499999999998,0.8085,0.13510000000000003,0.056400000000000006,Tue Sep 11 10:46:37 +0000 2018,Didi Chuxing: China carpool service suspended indefinitely https://t.co/zwLuAKBrDO,99,@BBCWorld,BBCWorld
100,-0.12374752475247523,0.8103960396039603,0.13376237623762377,0.05584158415841585,Wed Sep 12 03:24:04 +0000 2018,White House prepares executive order to sanction those meddling in U.S. elections https://t.co/MvCQENt95f https://t.co/yjFFrdeMOH,100,@CBSNews,CBSNews
101,-0.1254362745098039,0.810921568627451,0.1337843137254902,0.05529411764705883,Wed Sep 12 03:18:04 +0000 2018,"Indictment likely for couple accused of taking donations from homeless man, lawyer says https://t.co/hIE7kiTl1U https://t.co/vY3CusUVRh",101,@CBSNews,CBSNews
102,-0.13003786407766987,0.8102427184466019,0.135,0.05475728155339806,Wed Sep 12 03:03:04 +0000 2018,"Georgia university cuts ties with Nike over Kaepernick ad; says he's ""mocking our troops"" https://t.co/IUgZMLh6RG https://t.co/BuhTi3ss4j",102,@CBSNews,CBSNews
103,-0.12357307692307694,0.8082307692307692,0.13470192307692308,0.057067307692307695,Wed Sep 12 02:25:28 +0000 2018,Proactive response by Dallas leaders helps stymie large-scale protests over man's shooting death… https://t.co/32jncbChmg,103,@CBSNews,CBSNews
104,-0.12239619047619049,0.8100571428571428,0.13341904761904763,0.05652380952380953,Wed Sep 12 02:04:54 +0000 2018,"“It was a reminder that even in the era of Trump, there are other forces at work,” says Michael Graham on Chris Pap… https://t.co/eSH9hOY87O",104,@CBSNews,CBSNews
105,-0.1134679245283019,0.8089245283018868,0.13216037735849057,0.058915094339622644,Wed Sep 12 01:43:43 +0000 2018,Molly Kelly wins the NH Democratic nomination for governor. She will face Republican incumbent Gov. Chris Sununu in… https://t.co/vvGGUbZNy2,105,@CBSNews,CBSNews
106,-0.11675140186915889,0.80703738317757,0.13339252336448598,0.059560747663551405,Wed Sep 12 01:39:39 +0000 2018,NEVER FORGET: Visitors of the 9/11 memorial in New York City honored the victims of the attacks by lining the edges… https://t.co/uGTGzpzSLs,106,@CBSNews,CBSNews
